ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code
Bunan,TibetoKinauri_Bunan,Eurasia,32.554766,77.076283,gahr1239,bfu
Byangsi,TibetoKinauri_Byangsi,Eurasia,29.583838,80.22309,byan1241,bee
Chaozhou,Sinitic_Chaozhou,Eurasia,23.657699,116.622317,chao1238,
Daofu,rGyalrong_Daofu,Eurasia,30.975281,101.123742,horp1240,
DarangTaraon,Deng_Darang_Taraon,Eurasia,28.657986,97.469136,diga1241,mhu
Hakha,Chin_Hakha,Eurasia,22.870089,92.820021,haka1240,cnh
Hayu,Kiranti_Hayu,Eurasia,27.302102,86.099009,wayu1241,vay
Japhug,rGyalrong_Japhug,Eurasia,32.207076,101.957636,japh1234,
Jieyang,Sinitic_Jieyang,Eurasia,23.551122,116.373013,chao1239,
Jingpho,Jingpho_Jingpho,Eurasia,25.461826,97.329866,jing1260,
Lisu,Loloish_Lisu,Eurasia,25.950046,98.848486,lisu1250,lis
Longgang,Sinitic_Longgang,Eurasia,22.725545,114.243825,hakk1236,hak
MotuoMenba,Bodic_Tshangla,Eurasia,29.325414,95.340883,tsha1245,tsj
OldTibetan,Tibetan_Old_Tibetan,Eurasia,30.027852,91.158704,clas1254,xct
Rangoon,Burmish_Rangoon,Eurasia,16.874207,96.190785,nucl1310,mya
Rongpo,Tibeto_Kinauri_Rongpo,Eurasia,30.530044,79.569987,rong1264,rnp
Tangut,Tangut,Eurasia,38.477453,106.285383,tang1334,txg
Thulung,Kiranti_Thulung,Eurasia,27.534944,87.609608,thul1246,tdh
Alike,Tibetan_Alike,Eurasia,38.318508,92.839938,amdo1237,adx
Batang,Tibetan_Batang,Eurasia,30.00795,99.111944,kham1282,khg
Lhasa,Tibetan_Lhasa,Eurasia,29.653441,91.171493,utsa1239,
Xiahe,Tibetan_Xiahe,Eurasia,35.210549,102.524979,amdo1237,adx
Ukhrul,Naga_Ukhrul,Eurasia,25.092617,94.37045,ukhr1238,
WobziKhroskyabs,Khroskyabs_Wobzi,Eurasia,31.62758,101.427999,eree1240,
Xiandao,Burmish_Xiandao,Eurasia,24.494153,97.753173,xian1249,xia
Xingning,Sinitic_Xingning,Eurasia,24.13674,115.732382,hakk1236,hak
Yidu,Deng_Yidu,Eurasia,29.448172,95.650179,idum1241,clk
MaerkangrGyalrong,rGyalrong_Maerkang,Eurasia,31.868614,102.295293,situ1238,
Awa,awa,South America,1.21652,-78.3401,awac1239,kwi
Baniva,baniva,South America,5.26123,-67.5633,bani1254,bvv
Barasana,barasana,South America,0.02193,-70.808,bara1380,bsn
Bara,bará,South America,0.30416,-70.1644,waim1255,bao
Bora,bora,South America,-2.91467,-68.9093,bora1263,boa
Cabiyari,cabiyarí,South America,0.16101,-71.0622,cabi1241,cbb
Carapana,carapana,South America,0.06168,-69.6465,cara1272,cbc
Carijona,carijona,South America,1.21894,-72.0664,cari1279,cbd
Catio,catío,South America,7.52721,-76.7476,embe1260,cto
Chapalaachi,cha'palaachi,South America,0.71489,-79.0508,chac1249,cbi
Cubeo,cubeo,South America,1.32382,-70.1939,cube1242,cub
Cuiba,cuiba,South America,6.19829,-69.8197,cuib1242,cui
Curripaco,curripaco,South America,0.69618,-67.5028,curr1243,kpc
Desano,desano,South America,0.58157,-69.4955,desa1247,des
Dimina,dí̵mi̵na,South America,10.9286,-73.4056,mala1522,mbp
EmberaDarien,embera Darién,South America,7.12761,-77.574,nort2972,emp
EmberaTado,embera Tadó,South America,5.23658,-77.1533,embe1261,tdc
EmberaChami,embera chamí,South America,4.8791,-76.0749,embe1262,cmi
EpenaSaija,epena Saija,South America,4.25877,-77.3566,epen1239,sja
EpenaBasurudo,epena basurudó,South America,4.25877,-77.3566,epen1239,sja
Giacone,giacone,South America,0.440205,-68.9042,tari1256,tae
Guahibo,guahibo,South America,5.81736,-68.9839,guah1255,guh
Guambiano,guambiano,South America,2.55849,-76.582,guam1248,gum
Guayabero,guayabero,South America,2.8969,-71.844,guay1257,guo
Ika,ika,South America,10.7018,-73.6363,arhu1242,arh
Jitnu,jitnu,South America,6.34582,-71.2671,maca1259,mbn
Jupda,jupda,South America,0.58622,-69.8359,hupd1244,jup
Kakua,kakua,South America,0.88778,-69.5659,cacu1241,cbv
Kamsa,kamsá,South America,1.14537,-76.8931,cams1241,kbh
Kogui,kogui,South America,10.9485,-73.8043,cogu1240,kog
Koreguaje,koreguaje,South America,0.92316,-75.3475,kore1283,coe
Macuna,macuna,South America,-0.14459,-70.0749,macu1260,myy
Mirana,miraña,South America,-2.91467,-68.9093,bora1263,boa
Muinane,muinane,South America,-0.8652,-72.4249,muin1242,bmr
Nukak,nukak,South America,2.65939,-71.4629,nuka1242,mbr
Ocaina,ocaina,South America,-2.159,-72.1422,ocai1244,oca
Orejon,orejón,South America,-2.86315,-72.4926,orej1242,ore
Piratapuyo,piratapuyo,South America,0.50714,-69.5032,pira1254,pir
Playero,playero,South America,6.90948,-71.0036,play1240,gob
Puinave,puinave,South America,3.92974,-67.6886,puin1248,pui
Paez,páez,South America,2.61516,-76.3125,paez1247,pbb
Secoya,secoya,South America,-0.459785,-75.5547,seco1241,sey
Siona,siona,South America,0.31733,-76.0237,sion1247,snn
Siriano,siriano,South America,0.436515,-70.184,siri1274,sri
Saliba,sáliba,South America,5.30115,-69.3843,sali1298,slc
Tanimuca,tanimuca,South America,-0.59023,-70.3853,tani1257,tnc
Tariano,tariano,South America,0.440205,-68.9042,tari1256,tae
Tatuyo,tatuyo,South America,0.55582,-70.5327,tatu1247,tav
Totoro,totoró,South America,2.55149,-76.6379,toto1306,ttk
TsafiquiPila,tsafiqui pila,South America,-0.21181,-79.2347,colo1256,cof
Tucano,tucano,South America,0.579755,-69.5763,tuca1252,tuo
TuneboCentral,tunebo central,South America,6.8867,-72.097,cent2150,tuf
Tuyuca,tuyuca,South America,0.39441,-70.043515,tuyu1244,tue
Waimaja,waimaja,South America,0.30416,-70.1644,waim1255,bao
Wanano,wanano,South America,1.07554,-69.5705,guan1269,gvc
Wayuu,wayuu,South America,11.395566,-72.199791,wayu1243,guc
WitotoMinica,witoto mi̵ni̵ca,South America,-1.54535,-73.1107,mini1256,hto
WitotoMurui,witoto murui,South America,-1.13669,-73.8331,muru1274,huu
WitotoNipode,witoto ni̵pode,South America,-2.34495,-70.9559,nupo1240,hux
Wounaan,wounaan,South America,8.5,-78,woun1238,noa
Yucuna,yucuna,South America,-0.76075,-71.0033,yucu1253,ycn
Yukpa,yukpa,South America,9.67534,-73.0557,yukp1241,yup
Yuruti,yurutí,South America,0.735585,-69.6955,yuru1263,yui
ProtoVietic,Proto-Vietic,,,,viet1250,
MuongHB,Mương [Hoa Binh],Eurasia,20.7374,105.186,muon1246,mtq
MuongSL,Mương [Son La],Eurasia,20.7374,105.186,muon1246,mtq
MuongTH,Mương [Thanh Hoa],Eurasia,20.7374,105.186,muon1246,mtq
MuongBi,Muong (Barker),Eurasia,20.7374,105.186,muon1246,mtq
NguonCL,Nguồn Cổ Liêm,Eurasia,17.7243,105.932,nguo1239,nuo
NguonYT,Nguồn Yên Thọ,Eurasia,17.7243,105.932,nguo1239,nuo
CuoiThaiHoa,Cuoi Thai Hoa,,,,cuoi1242,
ThoLangLo,Tho [Lang Lo],Eurasia,19.3563,105.363,thoo1240,tou
CuoiTanHop,Cuoi Tan Hop,,,,cuoi1242,
ThoCuoiCham,Tho [Cuoi Cham],Eurasia,19.3563,105.363,thoo1240,tou
Phong,Phong,Eurasia,,,phon1243,
Toum,Toum,Eurasia,,,toum1239,
LihaNVL,Liha,Eurasia,,,lyha1238,
Sach,Sach,Eurasia,,,sach1240,
May,May,Eurasia,,,mayy1239,
ThavungS,Thavung,Eurasia,17.7655,104.229,aheu1239,thm
ThavungPS,Thavung Phon Soung,Eurasia,17.7655,104.229,aheu1239,thm
ThavungF,Thavung,Eurasia,17.7655,104.229,aheu1239,thm
Ahoe,Ahoe,Eurasia,17.7655,104.229,aheu1239,thm
MaliengQB,Malieng (QB),Eurasia,17.913525,105.52746,male1282,pkt
MaliengHT,Malieng (HT),Eurasia,17.913525,105.52746,male1282,pkt
Pakatan,Malang Pakatan,Eurasia,,,mali1278,
Malang,Malang,Eurasia,,,mali1278,
MalengBro,Maleng Bro,Eurasia,18.18657,104.95342,bola1249,bgl
Kri,Kri (HT),Eurasia,,,khap1242,
KriPhoong,Kri Phoong,Eurasia,,,khap1242,
LowlandMixe,Lowland Mixe,North America,16.9404,-95.4659,coat1238,mco
SouthHighlandMixe,South Highland Mixe,North America,16.9634,-96.1186,tlah1239,mxp
NorthHighlandMixe,North Highland Mixe,North America,17.2157,-96.0179,toto1305,mto
OlutaPopoluca,Oluta Popoluca,North America,17.8937,-94.8863,olut1240,plo
SayulaPopoluca,Sayula Popoluca,North America,17.8606,-94.9531,sayu1241,pos
TexistepecZoque,Texistepec Zoque,North America,17.8926,-94.8076,texi1237,poq
SoteapanZoque,Soteapan Zoque,North America,18.198,-94.9109,high1276,poi
SantaMariaChimalapaZoque,Santa María Chimalapa Zoque,North America,16.6543,-94.6913,chim1300,zoh
SanMiguelChimalapaZoque,San Miguel Chimalapa Zoque,North America,16.6543,-94.6913,chim1300,zoh
ChiapasZoque,Chiapas Zoque,North America,17.2157,-93.3183,copa1236,zoc
bahnarpleiku,BahnarPleiku,Eurasia,14.0476,108.471,bahn1262,bdq
bahnarkontum,BahnarKontum,Eurasia,14.0476,108.471,bahn1262,bdq
rengao,Rengao,Eurasia,14.456,107.9459,reng1252,ren
mel,Mel,Eurasia,12.6313,107.301,cent1992,cmo
stieng,Stieng,Eurasia,11.9777,106.798,bulo1242,sti
brao,Brao,Eurasia,14.5994,107.008,lave1249,brb
jrulaven,JruLaven,Eurasia,15.2726,106.322,lave1248,lbo
tampuan,Tampuan,Eurasia,13.56447,107.24544,tamp1251,tpu
cheng,Cheng,Eurasia,15.0392,107.147,jeng1241,jeg
sapuan,Sapuan,Eurasia,15.3692,106.843,sapu1248,spu
jeh,Jeh,Eurasia,15.2351,107.753,jehh1245,jeh
sre,Sre,Eurasia,11.6444,108.057,koho1244,kpm
alak,Alak,Eurasia,15.5565,106.597,alak1253,alk
bunong,Bunong,Eurasia,12.6313,107.301,cent1992,cmo
bahnargolar,BahnarGolar,Eurasia,14.0476,108.471,bahn1262,bdq
kasseng,Kasseng,,,,kass1248,
sedang,Sedang,Eurasia,14.7793,108.027,seda1262,sed
ramam,Ramam,Eurasia,14.34,107.447,roma1331,rmx
mnongrlm,MnongRlm,Eurasia,12.3939,108.354,east2333,mng
cua,Cua,Eurasia,15.1688,108.431,cuaa1241,cua
halang,Halang,Eurasia,14.7862,107.457,hala1252,hal
chrau,Chrau,Eurasia,10.8021,107.293,chra1242,crw
nyaheun,Nyaheun,Eurasia,15.1034,106.543,nyah1249,nev
khaonh,Khaonh,Eurasia,12.6313,107.301,cent1992,cmo
duogutujia,Duogu_Tujia,Eurasia,29.3016,109.759,nort2732,tji
tashatujia,Tasha_Tujia,Eurasia,29.3016,109.759,nort2732,tji
tanxitujia,Tanxi_Tujia,Eurasia,28.2368,110.022,sout2739,tjs
boluotujia,Boluo_Tujia,Eurasia,28.2368,110.022,sout2739,tjs
dianfangtujia,Dianfang_Tujia,Eurasia,29.3016,109.759,nort2732,tji
Mawe,MAWE,South America,-3.63897,-56.8749,sate1243,mav
Aweti,AWETI,South America,-12.381944,-53.391944,awet1244,awe
Asurini,Asurini,South America,-3.59359,-49.8991,toca1235,asu
Parakana,Parakanã,South America,-4.64681,-50.0621,para1312,pak
Surui,Suruí,South America,-11.0989,-61.2818,suru1262,sru
Tapirape,Tapirapé,South America,-10.5373,-50.5438,tapi1254,taf
Tembe,Tembé,South America,-2.6123,-48.2359,temb1276,tqb
Apiaka,Apiaká,South America,-7.84711,-57.91,apia1248,api
Guajajara,Guajajara,South America,-4.69461,-45.7081,guaj1255,gub
Amonda,Amonda,South America,-9.04023,-62.3064,amun1246,adw
Parintintin,Parintintin,South America,-7.92626,-61.936,tenh1241,pah
Urueuwauwau,Urueuwauwau,South America,-10.9176,-63.8086,urue1240,urz
Kayabi,Kayabí,South America,-11.2747,-55.5479,kaya1329,kyz
AsuriniXingu,Asurini Xingu,South America,-4.13463,-52.321,xing1248,asn
Arawete,Araweté,South America,-4.90246,-52.5001,araw1273,awt
Kamayura,Kamayura,South America,-12.2661,-53.4651,kama1373,kay
Guaja,Guajá,South America,-3.93574,-46.3683,guaj1256,gvj
Emerillon,Emerillon,South America,3.23694,-52.3699,emer1243,eme
Wayampi,Wayampí,South America,1.73817,-52.6887,waya1270,oym
UrubuKaapor,UrubuKaapor,South America,-2.46455,-46.2204,urub1250,urb
Anambe,Anambé,South America,-2.71119,-49.303,anam1249,aan
AvaCanoeiro,AvaCanoeiro,South America,-13.6081,-48.1336,avac1239,avv
Nheengatu,Nheengatu,South America,1.04503,-66.9646,nhen1239,yrl
Kokama,Kokama,South America,-4.5,-74.0,coca1259,cod
Yuki,Yuki,South America,-16.7875,-64.9438,yuqu1240,yuq
Guarayo,Guarayo,South America,-15.8247,-61.6934,guar1292,gyr
Siriono,Sirionó,South America,-15.5298,-63.9688,siri1273,srq
Warazu,Warazu,South America,-12.8553,-63.1903,paus1244,psm
Chiriguano,Chiriguano,South America,-20.42,-63.37,east2555,gui
GuaraniMbya,GuaraniMbya,South America,-26.0188,-52.711,mbya1239,gun
GuaraniParaguay,Guarani Paraguay,South America,-25.60551,-57.08816,para1311,gug
Guayaki,Guayaki,South America,-25.5865,-56.4697,ache1246,guq
Xeta,Xeta,South America,-24.9408,-52.2266,xeta1241,xet
Amharic,Amharic,Africa,11.708182,39.543456,amha1245,amh
Argobba,Argobba,Africa,10.6596,39.756,argo1244,agj
Chaha,Chaha,Africa,,,chah1248,
Endegagn,Endegagn,Africa,,,eneg1238,
Ezha,Ezha,Africa,,,ezha1238,
Geez,Ge'ez,Africa,10.1342,40.6821,geez1241,gez
Gumer,Gumer,Africa,,,gume1239,
Gura,Gura,Africa,,,gura1260,
Gyeto,Gyeto,Africa,,,gyet1241,
Harari,Harari,Africa,9.30485,42.1332,hara1271,har
Inor,Inor,Africa,,,inor1240,
Kistane,Kistane,Africa,8.33561,38.4763,kist1241,gru
Mesqan,Mesqan,Africa,8.10617,38.3386,mesq1240,mvz
Muher,Muher,Africa,,,muhe1234,
Silte,Silt'e,Africa,7.77004,38.1449,silt1240,stv
Tigre,Tigre,Africa,17.3494,38.2233,tigr1270,tig
Tigrigna,Tigrigna,Africa,15.3359,38.9266,tigr1271,tir
Wolane,Wolane,Africa,8.23,38.14,wola1253,wle
Zway,Zway,Africa,8.01148,38.8258,zayy1238,zwa
Duhumbi,Duhumbi,Eurasia,27.42,92.23,chug1252,cvg
Jerigaon,Jerigaon,Eurasia,27.340629,92.486595,jeri1243,
Khispi,Khispi,Eurasia,27.37,92.23,lish1235,lsh
Khoina,Khoina,Eurasia,27.334981,92.52994,khoi1253,
Khoitam,Khoitam,Eurasia,27.327487,92.439455,khoi1252,
Rahung,Rahung,Eurasia,27.310778,92.395028,rahu1234,
Rupa,Rupa,Eurasia,27.203065,92.398757,rupa1234,
Shergaon,Shergaon,Eurasia,27.105018,92.272133,sher1261,
ProtoKaren,Proto-Karen,,,,kare1337,
Kayah,Kayah,,,,kaya1317,
Kayan,Kayan,Eurasia,19.5183,97.4138,kaya1315,pdu
Kayaw,Kayaw,,,,kaya1316,
NorthernPao,Northern Pa-O,Eurasia,,,nort2705,
NorthernPwo,Northern Pwo,,,,nort2704,
SouthernPao,Southern Pa-O,Eurasia,,,sout2712,
WesternBwe,Western Bwe,Eurasia,18.9796,96.9936,bwek1238,bwe
ingrian,Ingrian,Eurasia,59.47403,29.71145,ingr1248,izh
Aha,Aha,South America,2.17859,-67.7704,bani1255,bwi
Dzawinai,Dzawinai,South America,2.17859,-67.7704,bani1255,bwi
Ehe,Ehe,South America,2.17859,-67.7704,bani1255,bwi
Hohoodene,Hohoodene,South America,2.17859,-67.7704,bani1255,bwi
Kowaidakenai,Kowaidakenai,South America,2.17859,-67.7704,bani1255,bwi
Kumadene1,Kumadene_1,South America,2.17859,-67.7704,bani1255,bwi
Kumadene2,Kumadene_2,South America,2.17859,-67.7704,bani1255,bwi
Mauliene,Mauliene,South America,2.17859,-67.7704,bani1255,bwi
Moliwene,Moliwene,South America,2.17859,-67.7704,bani1255,bwi
Name,Ñame,South America,2.17859,-67.7704,bani1255,bwi
Oho,Oho,South America,2.17859,-67.7704,bani1255,bwi
Waliperi,Waliperi,South America,2.17859,-67.7704,bani1255,bwi
Werekena,Werekena,South America,2.17859,-67.7704,bani1255,bwi
meglenoromanian,Megleno_Romanian,Eurasia,41.1174,22.3782,megl1237,ruq
istroromanian,Istro_Romanian,Eurasia,45.433,14.2,istr1245,ruo
aromanian,Aromanian,Eurasia,40.616,21.2,arom1237,rup
dalmatian,Dalmatian,Eurasia,42.7095,18.0238,dalm1243,dlm
friulian,Friulian,Eurasia,46.1473,13.0493,friu1240,fur
gardeneseladin,Gardenese_Ladin,Eurasia,,,gard1241,
fassanoladin,Fassano_Ladin,Eurasia,,,fass1244,
rumantschgrischun,Rumantsch_Grischun,Eurasia,,,ruma1247,
sursilvanromansh,Sursilvan_Romansh,Eurasia,,,surs1244,
surmiranromansh,Surmiran_Romansh,Eurasia,,,surm1243,
valladerromansh,Vallader_Romansh,,,,vall1248,
lanzotorinesepiemontese,Lanzo_Torinese_Piemontese,Eurasia,45.4633,8.32366,piem1238,pms
barbaniapiemontese,Barbania_Piemontese,Eurasia,45.4633,8.32366,piem1238,pms
carmagnolapiemontese,Carmagnola_Piemontese,Eurasia,45.4633,8.32366,piem1238,pms
vercellesepiemontese,Vercellese_Piemontese,Eurasia,45.4633,8.32366,piem1238,pms
ravennateromagnol,Ravennate_Romagnol,Eurasia,44.2349,11.7189,roma1328,rgn
ferrareseemiliano,Ferrarese_Emiliano,Eurasia,44.3536,11.5794,emil1241,egl
carpigianoemiliano,Carpigiano_Emiliano,Eurasia,44.3536,11.5794,emil1241,egl
reggianoemiliano,Reggiano_Emiliano,Eurasia,44.3536,11.5794,emil1241,egl
rapalloligurian,Rapallo_Ligurian,Eurasia,44.0816,7.90522,ligu1248,lij
genoeseligurian,Genoese_Ligurian,Eurasia,,,geno1240,
stellaligurian,Stella_Ligurian,Eurasia,44.0816,7.90522,ligu1248,lij
venicevenetian,Venice_Venetian,Eurasia,45.503581,12.214167,vene1258,vec
primierovenetian,Primiero_Venetian,Eurasia,45.503581,12.214167,vene1258,vec
bellunesevenetian,Bellunese_Venetian,Eurasia,45.503581,12.214167,vene1258,vec
standarditalian,Standard_Italian,Eurasia,43.0464,12.6489,ital1282,ita
grossetoitalian,Grosseto_Italian,Eurasia,43.0464,12.6489,ital1282,ita
neapolitan,Neapolitan,Eurasia,39.2288,16.4225,neap1235,nap
logudorese,Logudorese,Eurasia,,,barb1262,
campidanese,Campidanese,,,,cagl1238,
palermitansicilian,Palermitan_Sicilian,Eurasia,37.5735,14.0414,sici1248,scn
messinesesicilian,Messinese_Sicilian,Eurasia,,,mess1247,
cataniansicilian,Catanian_Sicilian,Eurasia,37.5735,14.0414,sici1248,scn
southeasternsicilian,South-Eastern_Sicilian,Eurasia,37.5735,14.0414,sici1248,scn
centralcatalan,Central_Catalan,Eurasia,41.453,1.569,stan1289,cat
northwesterncatalan,North-Western_Catalan,Eurasia,41.453,1.569,stan1289,cat
minorcancatalan,Minorcan_Catalan,Eurasia,41.453,1.569,stan1289,cat
castellodelaplanacatalan,Castelló_de_la_Plana_Catalan,Eurasia,41.453,1.569,stan1289,cat
valenciancatalan,Valencian_Catalan,Eurasia,41.453,1.569,stan1289,cat
manisescatalan,Manises_Catalan,Eurasia,41.453,1.569,stan1289,cat
castilianspanish,Castilian_Spanish,Eurasia,,,cast1244,
provencaloccitan,Provençal_Occitan,Eurasia,44.0,6.0,prov1235,
Warekena,Warekena,South America,2.904099,-67.092099,ware1255,
cojubim,Cojubim,South America,-11.75,-64.0,kuyu1236,
jaru,Jarú,South America,-10.25,-62.0,yaru1257,
kitemoka,Kitemoka,South America,-16.0,-62.75,kite1237,
more,Moré,South America,,,itor1239,ite
orowin,Oro Win,South America,-10.737,-64.0299,orow1243,orw
tapakura,Tapakura,South America,-14.8,-62.2,chap1269,
tora,Torá,South America,-6.19532,-61.7416,tora1263,trz
urupa,Urupá,South America,-10.25,-62.75,urup1245,
wanyam,Wanyam,South America,-12.1,-63.1,wany1246,
wari,Wari',South America,-10.69948,-64.56152,wari1268,pav
Taoping,Taoping,Eurasia,,,taop1238,
Longxi,Longxi,Eurasia,,,long1374,
Mianchi,Mianchi,Eurasia,,,mian1253,
Yonghe,Yonghe,Eurasia,,,yong1287,
Wadu,Wadu,Eurasia,28.6626,101.305,nort2723,pmi
Niuwozi,Niuwozi,Eurasia,27.8408,100.622,sout2729,pmj
Dayang,Dayang,Eurasia,,,daya1246,
Taoba,Taoba,Eurasia,,,taob1239,
Qinghua,Qinghua,Eurasia,,,qing1238,
Lanping,Lanping,Eurasia,27.8408,100.622,sout2729,pmj
Jiulong,Jiulong,Eurasia,27.8408,100.622,sout2729,pmj
Adnyamathanha,Adnyamathanha,Australia,-30.1451,138.671,adny1235,adt
AghuTharrnggala,Aghu-Tharrnggala,Australia,-13.735,142.426,aghu1254,ggr
Alyawarr,Alyawarr,Australia,-21.0427,136.835,alya1239,aly
Antekerrepenhe,Antekerrepenhe,Australia,-22.51278,137.3515,ande1247,adg
Arabana,Arabana,Australia,-28.705,135.449,arab1267,ard
Awabakal,Awabakal,Australia,-33.12847,151.43555,awab1243,awk
Badimaya,Badimaya,Australia,-29.0647,117.246,badi1246,bia
Badjiri,Badjiri,Australia,-28.79,145.47,badj1244,jbi
Bandjalang,Bandjalang,Australia,,,band1358,
Batyala,Batyala,Australia,-25.44486,153.15399,baty1234,xby
BidyaraGungabula,Bidyara-Gungabula,,,,sout2765,
Bilinarra,Bilinarra,Australia,-16.868771,130.533991,bili1250,
Biri,Biri,Australia,-20.1494,146.67,biri1256,bzr
Birrpayi,Birrpayi,Australia,,,birr1241,xbj
Bularnu,Bularnu,Australia,-21.02656922,138.1566659,bula1255,
Bunganditj,Bunganditj,Australia,-36.5,140.5,bung1264,xbg
Colac,Colac,Australia,-38.471266,143.422444,cola1237,
Darkinyung,Darkinyung,Australia,-33.11470744,150.4952383,hawk1239,xda
Dhangu,Dhangu,Australia,-11.9493,135.752,dhan1270,dhg
Dharawal,Dharawal,Australia,-34.634,150.721,thur1254,tbh
Dharuk,Dharuk,Australia,-33.52925837,150.3490464,sydn1236,xdk
Dharumbal,Dharumbal,Australia,-23.307,150.593,dhar1248,xgm
Dhayyi,Dhayyi,Australia,-13.1806,136.22,dayi1244,dax
Dhudhuroa,Dhudhuroa,Australia,-36.95881441,147.0450379,dhud1236,ddr
Dhurga,Dhurga,Australia,-35.412,150.134,dhur1239,dhu
Dhuwal,Dhuwal,Australia,-12.7825,136.008,dhuw1249,duj
Dhuwala,Dhuwala,,,,dhuw1248,
Diyari,Diyari,Australia,-28.1667,138.0,dier1241,dif
Djabugay,Djabugay,Australia,-16.596,145.388,dyaa1242,dyy
Djambarrpuyngu,Djambarrpuyngu,Australia,-12.021,135.59,djam1256,djr
Djapu,Djapu,Australia,-12.879764,136.417978,djap1238,
Djinang,Djinang,Australia,-12.462,134.82,djin1253,dji
Durubul,Durubul,Australia,-27.87647555,152.4602773,yaga1256,
Duungidjawu,Duungidjawu,Australia,-25.3987,152.345,duun1241,
Dyirbal,Dyirbal,Australia,-17.4516,145.544,dyir1250,dbl
FlindersIsland,Flinders Island,Australia,-14.1812,144.259,flin1247,fln
Gamilaraay,Gamilaraay,Australia,-29.9037,149.543,gami1243,kld
Gangulu,Gangulu,Australia,-22.7637,149.416,gang1268,gnl
Garlali,Garlali,Australia,-28.136,143.929,kala1380,gll
GoorengGooreng,Gooreng Gooreng,Australia,-25.3893,151.175,gure1255,gnr
Gudjal,Gudjal,Australia,-19.44157406,144.6482584,gudj1237,
Gumatj,Gumatj,Australia,-12.25254,136.83042,guma1253,gnn
Gumbaynggir,Gumbaynggir,Australia,-29.8189,152.913,kumb1268,kgs
Gunditjmara,Gunditjmara,Australia,,,gund1249,wkr
Gundungurra,Gundungurra,Australia,-34.85,149.1,nort2760,
Gunggari,Gunggari,Australia,-24.2182,143.222,kung1258,kgl
Gunya,Gunya,Australia,-27.0642,145.862,guny1241,gyy
Gupapuyngu,Gupapuyngu,Australia,-12.2868,135.337,gupa1247,guf
Gurindji,Gurindji,Australia,-17.0329,130.379,guri1247,gue
GuuguYimidhirr,Guugu-Yimidhirr,Australia,-14.9424,144.831,gugu1255,kky
Guwa,Guwa,Australia,-21.35147706,142.5243782,guwa1242,xgw
Guyani,Guyani,Australia,-34.739,137.661,guya1249,gvy
Iyora,Iyora,Australia,-33.52925837,150.3490464,sydn1236,xdk
Jaru,Jaru,Australia,-18.3288,128.262,jaru1254,ddj
Jiwarli,Jiwarli,Australia,-24.10724,116.98858,djiw1241,dze
Jiwarliny,Jiwarliny,Australia,-20.34239,122.28179,djuw1238,
Kaanju,Kaanju,Australia,-13.3243,142.893,kanj1260,kbe
Kalkatungu,Kalkatungu,Australia,-21.0,139.5,kalk1246,ktg
Kamilaroi,Kamilaroi,Australia,-29.9037,149.543,gami1243,kld
Karajarri,Karajarri,Australia,-18.6771,122.334,kara1476,gbd
KarajarriNW,KarajarriNW,Australia,-18.6771,122.334,kara1476,gbd
Kariyarra,Kariyarra,Australia,-20.445,118.613,kari1304,vka
Kartujarra,Kartujarra,Australia,-23.27912,121.73213,kart1247,
Karuwali,Karuwali,Australia,-25.833018,140.026291,karr1236,rxw
Katthang,Katthang,Australia,,,gath1234,
Kaurna,Kaurna,Australia,-34.34966141,138.4800794,kaur1267,zku
Keramin,Keramin,Australia,,,kera1256,
KuguNganhcara,Kugu Nganhcara,Australia,-14.0756,141.724,kuku1280,uwa
Kukatj,Kukatj,Australia,-17.8372,141.168,guga1239,ggd
Kukatja,Kukatja,Australia,-20.3321,127.666,kuka1246,kux
KukuYalanji,Kuku Yalanji,Australia,-16.0036,145.188,kuku1273,gvn
Kungkari,Kungkari,Australia,-24.75108713,143.5365228,kuun1236,lku
Kurnu,Kurnu,Australia,,,kula1275,
Kurrama,Kurrama,Australia,-22.2134,117.51,kurr1243,vku
Kurtjar,Kurtjar,Australia,-17.1653,141.145,gurd1238,gdj
KuukuYau,Kuuku-Ya’u,Australia,-12.4947,143.165,kuuk1238,kuy
Linngithigh,Linngithigh,Australia,-12.771375,141.962,leni1238,lnj
Mabuiag,Mabuiag,Australia,-10.6748,142.196,kala1377,mwp
Malgana,Malgana,Australia,-26.211,114.245,malg1242,vml
Malngin,Malngin,Australia,,,maln1239,
Malyangapa,Malyangapa,Australia,-29.43,142.0,maly1234,yga
Margany,Margany,Australia,-26.789,144.892,marg1253,zmc
MartuWangka,Martu Wangka,Australia,-23.350911655789,123.66842240336,mart1256,mpj
MathiMathi,Mathi-Mathi,Australia,-34.5,143.5,madh1244,dmd
MayiKulan,Mayi-Kulan,Australia,-18.56,141.46,mayi1236,xyk
MayiKutuna,Mayi-Kutuna,Australia,-18.1147,140.337,maya1280,xmy
MayiThakurti,Mayi-Thakurti,Australia,-20.0,140.63,mayi1234,xyt
MayiYapi,Mayi-Yapi,Australia,-19.25,140.61,mayi1235,xyj
Mbabaram,Mbabaram,Australia,-20.1389,143.438,mbab1239,vmb
Mbakwithi,Mbakwithi,Australia,-12.395,141.755,angu1242,awg
Minjungbal,Minjungbal,Australia,,,minj1242,
Mirniny,Mirniny,Australia,-31.7154,118.911,kala1379,kba
Mithaka,Mithaka,Australia,-25.13606725,139.598447,mith1236,
